Assay Type	IEDB Assay ID	Method/Technique	Measurement Of	Units	Tree View Name	Ontology ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Axiom Count	Logical Note	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	has specified input some material entity plays role 'positive reference substance role'	Term Editor	Definition Source	Curator Comment	Curation Status	Comment	Synonyms				
MHC	570	binding assay	qualitative binding		qualitative binding	OBI:0002072	qualitative binding|binding assay	assay measuring qualitiative binding of a MHC:ligand complex	A MHC:ligand binding assay that detects qualitative binding.	0	subclass because only has parent	subclass	assay measuring binding of a MHC:ligand complex											IEDB	IEDB				qualitative binding, any method, MHC binding				
TCell	578	in vivo assay	protection from challenge		challenge	OBI:0002073	protection from challenge|in vivo assay	in vivo assay measuring T cell epitope specific protection from challenge	An efficacy of T cell epitope intervention experiment that uses a epitope protection experiment.	1		equivalent	biological activity assay measuring T cell epitope specific in vivo activity	epitope protection experiment										IEDB	IEDB				protection from challenge, in vivo assay, protection after challenge				
TCell	579	in vitro assay	suppression		suppression	OBI:0002074	suppression|in vitro assay	in vitro assay measuring T cell epitope specific suppression	T cell epitope dependent biological activity assay that detects suppression of an in vitro response.	0	subclass because only has parent	subclass	assay measuring T cell epitope specific biological activity											PERSON:Randi Vita, James Overton, Bjoern Peters	IEDB				supression				
MHC	parent	binding assay	ligand presentation/binding		MHC ligand assay	OBI:0002075	ligand presentation/binding|binding assay	MHC ligand assay	An immune epitope assay that detects either the processing and presentation of a ligand by an antigen presenting cell or the binding of a ligand to an MHC molecule.	1		equivalent	immune epitope assay					MHC protein complex binding to ligand						IEDB	IEDB				ligand presentation, MHC binding, any method				
TCell	580	CFSE	proliferation		CFSE	OBI:0002096	proliferation|CFSE	carboxyfluorescein succinimidyl ester staining assay measuring epitope specific proliferation of T cells	A T cell epitope specific proliferation assay performed on cells in vitro that uses a CFSE assay.	1		equivalent	in vitro assay measuring epitope specific proliferation of T cells	carboxyfluorescein succinimidyl ester staining assay										IEDB	IEDB				CFSE, proliferation				
TCell	581	binding assay	dissociation constant KD	nM	dissociation constant KD	OBI:0002097	dissociation constant KD|binding assay|nM	assay measuring the dissociation constant [KD] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the dissociation constant KD.	1		equivalent	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				MHC:epitope complex binding to TCR, nM, dissociation constant				
TCell	582	binding assay	on rate	M^-1s^-1	on rate	OBI:0002098	on rate|binding assay|M^-1s^-1	assay measuring the on rate [kon] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the on rate.	1		subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									count per molar second		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ka, M^-1 s^-1				
TCell	583	binding assay	off rate	1/s	off rate	OBI:0002099	off rate|binding assay|1/s	assay measuring the off rate [koff] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the off rate.	1		subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									hertz		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				kd, s^-1				
TCell	584	binding assay	association constant KA	1/nM	association constant KA	OBI:0002100	association constant KA|binding assay|1/nM	assay measuring the association constant [KA] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the association constant KA.	1		subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									count per nanomolar		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				any method, equilibrium association constant, KA, 1/nM				
BCell	585	small-angle scattering assay	3D structure		small-angle scattering	OBI:0002101	3D structure|small-angle scattering assay	small-angle scattering assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses a small-angle X-ray scattering assay.	1		equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	small-angle scattering assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				small angle, X ray, scattering				
BCell	586	bio-layer interferometry assay	on rate	M^-1s^-1	bio-layer interferometry assay	OBI:0002102	on rate|bio-layer interferometry assay|M^-1s^-1	bio-layer interferometry assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope assay that measures the on rate using a bio-layer interferometry assay.	2		subclass	assay measuring the on rate [kon] of a B cell epitope:antibody complex	bio-layer interferometry assay								count per molar second		IEDB	IEDB				biolayer, on rate, kon, ka, M^-1 s^-1				
BCell	587	bio-layer interferometry assay	off rate	1/s	bio-layer interferometry assay	OBI:0002103	off rate|bio-layer interferometry assay|1/s	bio-layer interferometry assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope assay that measures the off rate using a bio-layer interferometry assay.	2		subclass	assay measuring the off rate [koff] of a B cell epitope:antibody complex	bio-layer interferometry assay								hertz		IEDB	IEDB				biolayer, off rate, koff, kd, s^-1				
BCell	588	bio-layer interferometry assay	qualitative binding		bio-layer interferometry assay	OBI:0002104	qualitative binding|bio-layer interferometry assay	bio-layer interferometry assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a bio-layer interferometry assay.	1		subclass	assay measuring qualitiative binding of a B cell epitope:antibody complex	bio-layer interferometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				biolayer				
BCell	589	bio-layer interferometry assay	dissociation constant KD	nM	bio-layer interferometry assay	OBI:0002105	dissociation constant KD|bio-layer interferometry assay|nM	bio-layer interferometry assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a bio-layer interferometry assay.	2		subclass	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	bio-layer interferometry assay								nanomolar		IEDB	IEDB				biolayer, nM, dissociation constant				
TCell	590	cytometric bead array	CCL20/MIP-3a release		bead array	OBI:0002133	CCL20/MIP-3a release|cytometric bead array	cytometric bead array assay measuring  epitope specific chemokine (C-C motif) ligand 20 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 20 production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 20 production by T cells	cytometric bead array assay										PERSON:Randi Vita, James Overton, Bjoern Peters	IEDB				cytometric bead array, cytokine release,CBA				
TCell	parent	biological activity	CCL20/MIP-3a release		CCL20/MIP-3a	OBI:0002134	CCL20/MIP-3a release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 20 production by T cells	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 20 production by T cells.	1		equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 20 production						PERSON:Randi Vita, James Overton, Bjoern Peters	IEDB				CCL20,MIP-3a				
BCell	592	footprinting assay	qualitative binding		footprinting	OBI:0002449	qualitative binding|footprinting assay	footprinting assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a footprinting assay.	1		subclass	assay measuring qualitiative binding of a B cell epitope:antibody complex	footprinting assay										PERSON:Randi Vita, James Overton, Bjoern Peters	IEDB								
BCell	593	hydroxyl-radical footprinting assay	qualitative binding		hydroxyl-radical	OBI:0002450	qualitative binding|hydroxyl-radical footprinting assay	hydroxyl-radical footprinting assay measuring binding of a B cell epitope:antibody complex	A footprinting assay that uses hydroxyl-radical footprinting to measure B cell epitope qualitative binding to antibody.	1		equivalent	footprinting assay measuring binding of a B cell epitope:antibody complex	hydroxyl-radical footprinting assay										PERSON:Randi Vita, James Overton, Bjoern Peters	IEDB				hydroxy radical oxidative footprinting				
TCell	IEDB	ELISA	IFNa release		ELISA	OBI:0002451	IFNa release|ELISA	ELISA measuring epitope specific interferon-alpha production by T cells	An assay of epitope specific interferon-alpha production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interferon-alpha production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB								
TCell	parent	biological activity	IFNa release		IFNa	OBI:0002452	IFNa release|biological activity	biological activity assay measuring epitope specific interferon-alpha production by T cells	A T cell epitope specific cytokine production assay that detects interferon-alpha production by T cells.	1		equivalent	biological activity assay measuring epitope specific cytokine production by T cells					interferon-alpha production						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				Ifa release, any method, IFNa, interferon, alpha				
BCell	594	in vivo assay	disease exacerbation after adoptive transfer		disease exacerbation after adoptive transfer	OBI:0002634	disease exacerbation after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific disease exacerbation resulting from the adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment after adoptive transfer of epitope specific antibodies or B cells.	1		equivalent	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	disease exacerbation in vivo intervention experiment										IEDB	IEDB				exacerbation				
TCell	595	in vivo assay	decreased disease after adoptive transfer		decreased disease after adoptive transfer	OBI:0002635	decreased disease after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific disease reduction resulting from the adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that detects a decrease in disease after adoptive transfer of epitope specfic T cells.	1		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	treatment intervention experiment										IEDB	IEDB				decreased disease				
BCell	596	in vivo assay	decreased disease after adoptive transfer		decreased disease after adoptive transfer	OBI:0002636	decreased disease after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific disease reduction resulting from adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that detects a decrease in disease after adoptive transfer of epitope specific antibodies or B cells.	1		equivalent	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	treatment intervention experiment										IEDB	IEDB				decreased disease				
TCell	597	in vivo assay	protection from challenge after adoptive transfer		challenge after adoptive transfer	OBI:0002637	protection from challenge after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that uses a epitope protection experiment after adoptive transfer of epitope specfic T cells.	1		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	epitope protection experiment										IEDB	IEDB				challenge				
BCell	598	in vivo assay	protection from challenge after adoptive transfer		challenge after adoptive transfer	OBI:0002638	protection from challenge after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific protection from challenge resulting from adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that uses a epitope protection experiment after adoptive transfer of epitope specific antibodies or B cells.	1		equivalent	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	epitope protection experiment										IEDB	IEDB				challenge				
TCell	599	in vivo assay	pathogen burden after challenge after adoptive transfer		pathogen burden after adoptive transfer	OBI:0002639	pathogen burden after challenge after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells based on pathogen burden	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on pathogen burden after adoptive transfer of epitope specfic T cells.	0	subclass because only has parent	subclass	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells											IEDB	IEDB				pathogen burden				
BCell	600	in vivo assay	pathogen burden after challenge after adoptive transfer		pathogen burden after adoptive transfer	OBI:0002640	pathogen burden after challenge after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on pathogen burden	A B cell epitope in vivo intervention experiment that uses a epitope protection experiment based on pathogen burden after adoptive transfer of epitope specific antibodies or B cells.	0	subclass because only has parent	subclass	in vivo assay measuring B cell epitope specific protection from challenge resulting from adoptive transfer of epitope specific antibodies or B cells											IEDB	IEDB				pathogen burden				
TCell	601	in vivo assay	survival from challenge after adoptive transfer		survival after adoptive transfer	OBI:0002641	survival from challenge after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells based on survival	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on survival after adoptive transfer of epitope specfic T cells.	1		equivalent	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells	epitope protection experiment based on survival										IEDB	IEDB				survival				
BCell	602	in vivo assay	survival from challenge after adoptive transfer		survival after adoptive transfer	OBI:0002642	survival from challenge after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on survival	A B cell epitope in vivo intervention experiment that uses a epitope protection experiment based on survival after adoptive transfer of epitope specific antibodies or B cells.	1		equivalent	in vivo assay measuring B cell epitope specific protection from challenge resulting from adoptive transfer of epitope specific antibodies or B cells	epitope protection experiment based on survival										IEDB	IEDB				survival				
TCell	603	in vivo assay	tumor burden after challenge after adoptive transfer		tumor burden after adoptive transfer	OBI:0002643	tumor burden after challenge after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on tumor burden after adoptive transfer of epitope specfic T cells.	0	subclass because only has parent	subclass	in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells											IEDB	IEDB				tumor burden				
BCell	604	in vivo assay	tumor burden after challenge after adoptive transfer		tumor burden after adoptive transfer	OBI:0002644	tumor burden after challenge after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific antibodies or B cells	A B cell epitope in vivo intervention experiment that uses a epitope protection experiment based on tumor burden after adoptive transfer of epitope specific antibodies or B cells.	0	subclass because only has parent	subclass	in vivo assay measuring B cell epitope specific protection from challenge resulting from adoptive transfer of epitope specific antibodies or B cells											IEDB	IEDB				tumor burden				
TCell	605	in vivo assay	tolerance after adoptive transfer		tolerance after adoptive transfer	OBI:0002645	tolerance after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that uses a tolerance induction intervention experiment after adoptive transfer of epitope specfic T cells.	1		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	tolerance induction intervention experiment										IEDB	IEDB				tolerance				
BCell	606	in vivo assay	tolerance after adoptive transfer		tolerance after adoptive transfer	OBI:0002646	tolerance after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific tolerance induction resulting from the adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that uses a tolerance induction intervention experiment after adoptive transfer of epitope specific antibodies or B cells.	1		equivalent	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	tolerance induction intervention experiment										IEDB	IEDB				tolerance				
TCell	607	cytometric bead array	IL-15 release		bead array	OBI:0002664	IL-15 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-15 production by T cells	An assay of epitope specific interleukin-15 production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-15 production by T cells	cytometric bead array assay										IEDB	IEDB				cytometric bead array, cytokine release, CBA				
TCell	608	cytometric bead array	IL-16 release		bead array	OBI:0002665	IL-16 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	cytometric bead array assay										IEDB	IEDB				cytometric bead array, cytokine release, CBA				
BCell	609	in vivo assay	hypersensitivity after adoptive transfer		skin test after adoptive transfer	OBI:0002666	hypersensitivity after adoptive transfer|in vivo assay	in vivo assay measuring B cell epitope specific induction of hypersensitivity resulting from the adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that detects a hypersensitivity response by monitoring skin reactions after adoptive transfer of epitope specific antibodies or B cells.	1		subclass	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells						hypersensitivity					IEDB	IEDB				hypersensitivity, antibody binding leading to biological activity, skin test, skin prick, allergy				
TCell	610	in vivo skin test	type IV hypersensitivity (DTH) after adoptive transfer		type IV hypersensitivity (DTH) after adoptive transfer	OBI:0002667	type IV hypersensitivity (DTH) after adoptive transfer|in vivo skin test	in vivo skin test assay measuring T cell epitope specific type IV hypersensitivity resulting from the adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that detects epitope specific type IV hypersensitivity after adoptive transfer of epitope specfic T cells.	1		subclass	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells							type IV hypersensitivity				IEDB	IEDB				any method, type IV hypersensitivity, DTH, skin reaction, allergy, delayed type hypersensitivity				
TCell	611	in vivo assay	proliferation after adoptive transfer		in vivo proliferation after adoptive transfer	OBI:0002668	proliferation after adoptive transfer|in vivo assay	in vivo assay measuring epitope specific proliferation of T cells resulting from the adoptive transfer of epitope specific T cells	A T cell epitope specific proliferation assay that is performed in vivo after adoptive transfer of epitope specfic T cells.	2		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	cell proliferation assay				T cell proliferation						IEDB	IEDB				proliferation, in vivo assay				
TCell	612	biological activity	antibody help after adoptive transfer		antibody help after adoptive transfer	OBI:0002669	antibody help after adoptive transfer|biological activity	biological activity assay measuring epitope specific helper T cell enhancement of a B cell mediated immune response resulting from the adoptive transfer of epitope specific T cells	A T cell epitope specific helper activity assay that detects the ability of a T cell epitope to enhance an antibody response after adoptive transfer of epitope specfic T cells.	2		subclass	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells					helper T cell enhancement of B cell mediated immune response		helper T cell enhancement of B cell mediated immune response				IEDB	IEDB				any method, enhancement of antibody response				
TCell	613	biological activity	T cell help after adoptive transfer		T cell help after adoptive transfer	OBI:0002670	T cell help after adoptive transfer|biological activity	biological activity assay measuring epitope specific helper T cell enhancement of a T cell mediated immune response resulting from the adoptive transfer of epitope specific T cells	A T cell epitope specific helper activity assay that detects the ability of a T cell epitope to enhance a T cell response after adoptive transfer of epitope specfic T cells.	2		subclass	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells					helper T cell enhancement of T cell mediated immune response		helper T cell enhancement of T cell mediated immune response				IEDB	IEDB				any method, enhancement of T cell response				
TCell	614	in vivo assay	cytotoxicity after adoptive transfer		in vivo cytotoxicity after adoptive transfer	OBI:0002671	cytotoxicity after adoptive transfer|in vivo assay	in vivo assay measuring epitope specific T cell killing resulting from the adoptive transfer of epitope specific T cells	A T cell epitope specific killing assay that uses an in vivo cell mediated cell killing assay after adoptive transfer of epitope specfic T cells.	2		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	in vivo cell killing assay				T cell mediated cytotoxicity						IEDB	IEDB				in vivo assay, cytotoxicity				
TCell	615	ELISA	perforin release		ELISA	OBI:0002672	perforin release|ELISA	ELISA measuring epitope specific perforin release by T cells	An assay of epitope specific perforin release by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific perforin release by T cells	enzyme-linked immunosorbent assay										IEDB	IEDB				ELISA, perforin release				
TCell	parent	in vivo assay	in vivo response after adoptive transfer		adoptive transfer	OBI:0002676	in vivo response after adoptive transfer|in vivo assay	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that is performed after adoptive transfer of epitope specfic T cells.	1		subclass	biological activity assay measuring T cell epitope specific in vivo activity	passive immunization										IEDB	IEDB				adoptive transfer				
BCell	parent	in vivo assay	in vivo response after adoptive transfer		adoptive transfer	OBI:0002677	in vivo response after adoptive transfer|in vivo assay	in vivo assay measuring a B cell epitope specific response after adoptive transfer of epitope specific antibodies or B cells	An efficacy of B cell epitope intervention experiment that is performed after adoptive transfer of epitope specific antibodies or B cells.	1		subclass	biological activity assay measuring B cell epitope specific in vivo activity	passive immunization										IEDB	IEDB				adoptive transfer				
TCell	616	in vivo assay	disease exacerbation after adoptive transfer		disease exacerbation after adoptive transfer	OBI:0002678	disease exacerbation after adoptive transfer|in vivo assay	in vivo assay measuring T cell epitope specific disease exacerbation resulting from the adoptive transfer of epitope specific T cells	An efficacy of T cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment after adoptive transfer of epitope specfic T cells.	1		equivalent	in vivo assay measuring a T cell epitope specific response after adoptive transfer of epitope specific T cells	disease exacerbation in vivo intervention experiment										IEDB	IEDB				exacerbation				
TCell		CD69	activation		CD69		activation|CD69	CD69 expression assay measuring epitope specific T cell activation	A CD69 expression assay that is used to detect T cell activation.	1		equivalent	in vitro assay measuring epitope specific proliferation of T cells	tritiated thymidine incorporation assay										IEDB	IEDB				CD69				
TCell		LDH	cytotoxicity		LDH		cytotoxicity|LDH	lactate dehydrogenase assay measuring epitope specific T cell killing	A T cell epitope specific killing assay performed in vitro that uses an lactate dehydrogenase (LDH) assay.	1		equivalent	in vitro assay measuring epitope specific proliferation of T cells	BrdU incorporation assay										IEDB	IEDB				lactate dehydrogenase, LDH				
TCell		CFSE	cytotoxicity		CFSE		cytotoxicity|CFSE	carboxyfluorescein succinimidyl ester staining assay measuring epitope specific T cell killing	A T cell epitope specific killing assay performed in vitro that uses a CFSE assay.	1		equivalent	biological activity assay measuring epitope specific T cell activation	CD69 expression assay										IEDB	IEDB				CFSE, cytotoxicity				
TCell	49	ELISPOT	IL-2 release		ELISPOT	OBI:1110013	IL-2 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	parent	any method	T cell binding		T cell assay	OBI:1110037	T cell binding|any method	assay measuring binding of a T cell epitope:MHC:TCR complex	An immune epitope assay that detects T cell epitope recognition.	1		equivalent	immune epitope assay					('MHC:epitope complex binding to TCR' or ('process is result of' some 'MHC:epitope complex binding to TCR'))						IEDB	IEDB				T cell binding, any method, TCR binding				
TCell	48	ELISPOT	IFNg release		ELISPOT	OBI:1110059	IFNg release|ELISPOT	ELISPOT assay measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	576	binding assay	qualitative binding		qualitative binding	OBI:1110124	qualitative binding|binding assay	assay measuring qualitiative binding of a T cell epitope:MHC:TCR complex	A T cell epitope recognition assay that qualitatively detects MHC:epitope complex binding to TCR.	1		equivalent	assay measuring binding of a T cell epitope:MHC:TCR complex					MHC:epitope complex binding to TCR						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				qualitative binding, any method, TCR binding, T cell binding				
Naturally Processed	NA	any method	ligand presentation		MHC ligand elution assay	OBI:1110125	ligand presentation|any method	assay measuring MHC ligand processing and presentation	A MHC ligand assay that determines what ligands are processed and loaded onto MHC molecules by eluting ligands and identifying them.	2		equivalent	MHC ligand assay				cell	('MHC protein complex binding to ligand' and ('process is result of' some 'antigen processing and presentation'))						IEDB	IEDB				ligand presentation, any method, MHC ligand elution assay				
MHC	parent	binding assay	MHC binding		MHC binding assay	OBI:1110126	MHC binding|binding assay	assay measuring binding of a MHC:ligand complex	A MHC ligand assay that detects the binding of a ligand to an MHC molecule.	1		equivalent	MHC ligand assay					('MHC protein complex binding to ligand' and (not ('process is result of' some 'antigen processing and presentation')))						IEDB	IEDB				MHC binding, any method				
BCell	161	any method	antibody binding		B cell assay	OBI:1110127	antibody binding|any method	assay measuring binding of a B cell epitope:antibody complex	An immune epitope assay that detects B cell epitope recognition.	1		equivalent	immune epitope assay					('immunoglobulin binding to epitope' or ('process is result of' some 'immunoglobulin binding to epitope'))						IEDB	IEDB				any method, detection of Ab/Ag binding				
All	parent	any method	epitope recognition		immune epitope assay	OBI:1110128	immune epitope assay	immune epitope assay	An assay that detects the binding of an epitope to an adaptive immune receptor or a immune response process resulting from such a binding event	0	subclass because only has parent	subclass	assay											IEDB	IEDB								
TCell	parent	biological activity	cytokine release		cytokine release	OBI:1110129	cytokine release|biological activity	biological activity assay measuring epitope specific cytokine production by T cells	A T cell epitope dependent biological activity assay that detects cytokine production.	1	subclass because only has parent	subclass	assay measuring T cell epitope specific biological activity					cytokine production						IEDB	IEDB				cytokine release, any method				
TCell	135	biological activity	cytotoxicity		cytotoxicity	OBI:1110130	cytotoxicity|biological activity	biological activity assay measuring epitope specific T cell killing	A T cell epitope dependent biological activity assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.	2		equivalent	assay measuring T cell epitope specific biological activity	cell-cell killing assay				T cell mediated cytotoxicity						IEDB	IEDB				any method, cytotoxicity				
TCell	198	biological activity	proliferation		proliferation	OBI:1110131	proliferation|biological activity	biological activity assay measuring epitope specific proliferation of T cells	A T cell epitope dependent biological activity assay that detects T cell proliferation.	2		equivalent	assay measuring T cell epitope specific biological activity	cell proliferation assay				T cell proliferation						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				any method, cell proliferation				
TCell	67	51 chromium	cytotoxicity		51 chromium	OBI:1110150	cytotoxicity|51 chromium	51 chromium assay measuring epitope specific T cell killing	A T cell epitope specific killing assay performed in vitro that uses a chromium release assay.	1		equivalent	in vitro assay measuring epitope specific T cell killing	chromium release assay										IEDB	IEDB				51 chromium release, cytotoxicity, 51 chromium				
TCell	73	ELISA	IFNg release		ELISA	OBI:1110151	IFNg release|ELISA	ELISA measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	77	ELISA	IL-2 release		ELISA	OBI:1110152	IL-2 release|ELISA	ELISA measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	78	ELISA	IL-4 release		ELISA	OBI:1110153	IL-4 release|ELISA	ELISA measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	83	ELISA	IL-5 release		ELISA	OBI:1110154	IL-5 release|ELISA	ELISA measuring epitope specific interleukin-5 production by T cells	An assay of epitope specific interleukin-5 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-5 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
