Accession	IEDB Disease ID	Disease Name																								
DOID:4659	2708	extracutaneous mastocytoma																								
DOID:8137	2709	thymus clear cell carcinoma																								
DOID:7142	2710	thymus small cell carcinoma																								
DOID:5530	2711	thymus squamous cell carcinoma																								
DOID:3275	2712	thymoma																								
DOID:3281	2713	combined thymoma																								
DOID:4848	2714	cerebellar astrocytoma																								
DOID:3183	2715	childhood oligodendroglioma																								
DOID:5503	2716	spinal cord ependymoma																								
DOID:6313	2717	clivus chondroid chordoma																								
DOID:3258	2718	orbit embryonal rhabdomyosarcoma																								
DOID:3643	2719	sella turcica neoplasm																								
DOID:8239	2720	lower clivus meningioma																								
DOID:3355	2721	fibrosarcoma																								
DOID:3520	2722	pediatric fibrosarcoma																								
DOID:6197	2723	conventional malignant hemangiopericytoma																								
DOID:5063	2724	basosquamous carcinoma																								
DOID:4280	2725	nodular basal cell carcinoma																								
DOID:4277	2726	penis basal cell carcinoma																								
DOID:4278	2727	scrotum basal cell carcinoma																								
DOID:4300	2728	superficial basal cell carcinoma																								
DOID:4301	2729	vulva basal cell carcinoma																								
DOID:4871	2730	cutaneous adenocystic carcinoma																								
DOID:2687	2731	skin sarcoma																								
DOID:4920	2732	eccrine adenocarcinoma																								
DOID:5591	2733	eccrine papillary adenocarcinoma																								
DOID:7960	2734	malignant spiradenoma																								
DOID:4388	2735	bone peripheral neuroepithelioma																								
DOID:4232	2736	extraosseous Ewing sarcoma																								
DOID:0050897	2737	bone chondrosarcoma																								
DOID:4548	2738	extraskeletal mesenchymal chondrosarcoma																								
DOID:3373	2739	juxtacortical osteosarcoma																								
DOID:6489	2740	periosteal osteogenic sarcoma																								
DOID:3357	2741	extraosseous osteosarcoma																								
DOID:3070	2742	malignant glioma																								
DOID:14033	2743	malignant visceral pleura tumor																								
DOID:5488	2744	mediastinum synovial sarcoma																								
DOID:5487	2745	spindle cell synovial sarcoma																								
DOID:3247	2746	rhabdomyosarcoma																								
DOID:6787	2747	childhood vagina botryoid rhabdomyosarcoma																								
DOID:0060338	2748	parameningeal embryonal rhabdomyosarcoma																								
DOID:4230	2749	smooth muscle cancer																								
DOID:5264	2750	epithelioid leiomyosarcoma																								
DOID:5251	2751	inflammatory leiomyosarcoma																								
DOID:5292	2752	mediastinum leiomyosarcoma																								
DOID:5697	2753	liposarcoma of the ovary																								
DOID:5709	2754	mixed-type liposarcoma																								
DOID:5705	2755	spindle cell liposarcoma																								
DOID:5648	2756	choroid plexus carcinoma																								
DOID:910	2757	occipital lobe neoplasm																								
DOID:3644	2758	hypothalamic neoplasm																								
DOID:4706	2759	infratentorial cancer																								
DOID:3199	2760	C-P angle neurinoma																								
DOID:3860	2761	cerebellar vermis medulloblastoma																								
DOID:4055	2762	ectomesenchymoma																								
DOID:6871	2763	spinal cord neuroblastoma																								
DOID:2815	2764	cranial nerve malignant neoplasm																								
DOID:5632	2765	optic nerve sheath meningioma																								
DOID:7635	2766	Gasserian ganglion meningioma																								
DOID:3772	2767	intraventricular meningioma																								
DOID:4591	2768	lymphoplasmacyte-rich meningioma																								
DOID:7613	2769	sarcomatosis of the meninges																								
DOID:4749	2770	middle cranial fossa meningioma																								
DOID:7482	2771	petrous apex meningioma																								
DOID:4211	2772	posterior cranial fossa meningioma																								
DOID:14151	2773	spinal cord melanoma																								
DOID:14152	2774	spinal cord sarcoma																								
DOID:7224	2775	spinal meninges cancer																								
DOID:295	2776	eye carcinoma																								
DOID:6996	2777	intermediate cell type choroid melanoma																								
DOID:6438	2778	malignant choroid melanoma																								
DOID:6525	2779	choroid mixed cell melanoma																								
DOID:6043	2780	ciliary body spindle cell melanoma																								
DOID:7077	2781	malignant melanocytic peripheral nerve sheath tumor of mediastinum																								
DOID:371	2782	extracranial neuroblastoma																								
DOID:3193	2783	peripheral nerve sheath neoplasm																								
DOID:14534	2784	malignant cardiac peripheral nerve sheath neoplasm																								
DOID:6344	2785	melanocytic psammomatous MPNST																								
DOID:4288	2786	external ear carcinoma																								
DOID:5526	2787	middle ear squamous cell carcinoma																								
DOID:2174	2788	ocular cancer																								
DOID:6339	2789	vulvar eccrine adenocarcinoma																								
DOID:7409	2790	vulvar non-keratinizing squamous cell carcinoma																								
DOID:6569	2791	micropapillomatosis labialis																								
DOID:2145	2792	malignant ovarian cyst																								
DOID:6554	2793	ovarian clear cell malignant adenofibroma																								
DOID:2640	2794	struma ovarii																								
DOID:0050934	2795	ovarian clear cell carcinoma																								
DOID:6898	2796	ovarian seromucinous carcinoma																								
DOID:14059	2797	paraurethral gland cancer																								
DOID:5636	2798	cervical adenosquamous carcinoma																								
DOID:5368	2799	Wolffian duct adenocarcinoma																								
DOID:5752	2800	cervical serous adenocarcinoma																								
DOID:7046	2801	cervical basaloid squamous cell carcinoma																								
DOID:7483	2802	cervical keratinizing squamous cell carcinoma																								
DOID:4413	2803	cervix melanoma																								
DOID:1380	2804	endometrial cancer																								
DOID:5631	2805	endometrial adenosquamous carcinoma																								
DOID:5299	2806	endometrial clear cell adenocarcinoma																								
DOID:6865	2807	oxyphilic endometrial endometrioid adenocarcinoma																								
DOID:6777	2808	villoglandular endometrial endometrioid adenocarcinoma																								
DOID:3594	2809	choriocarcinoma																								
DOID:6160	2810	childhood choriocarcinoma of the testis																								
DOID:2024	2811	placental choriocarcinoma																								
DOID:10744	2812	broad ligament malignant neoplasm																								
DOID:11746	2813	parametrium malignant neoplasm																								
DOID:5165	2814	uterine corpus sarcoma																								
DOID:3700	2815	uterine ligament adenocarcinoma																								
DOID:119	2816	vaginal cancer																								
DOID:0080186	2817	nonmucinous bronchioloalveolar adenocarcinoma																								
DOID:3907	2818	lung squamous cell carcinoma																								
DOID:4768	2819	epithelial predominant pulmonary blastoma																								
DOID:4769	2820	pleuropulmonary blastoma																								
DOID:5410	2821	pulmonary neuroendocrine tumor																								
DOID:4869	2822	laryngeal adenoid cystic carcinoma																								
DOID:2876	2823	laryngeal squamous cell carcinoma																								
DOID:13348	2824	laryngeal cartilage cancer																								
DOID:7144	2825	laryngeal small cell carcinoma																								
DOID:13476	2826	supraglottis cancer																								
DOID:4930	2827	nasal cavity adenocarcinoma																								
DOID:1360	2828	frontal sinus cancer																								
DOID:14546	2829	sphenoidal sinus cancer																								
DOID:6249	2830	mediastinum seminoma																								
DOID:5124	2831	fallopian tube leiomyoma																								
DOID:5136	2832	lung leiomyoma																								
DOID:7241	2833	uterine corpus apoplectic leiomyoma																								
DOID:6291	2834	cerebral hemisphere lipoma																								
DOID:6752	2835	internal auditory canal lipoma																								
DOID:9445	2836	cervix squamous papilloma																								
DOID:8060	2837	frontal sinus inverted papilloma																								
DOID:6059	2838	nasal vestibule papilloma																								
DOID:7678	2839	sphenoid sinus inverted papilloma																								
DOID:5482	2840	cystadenofibroma																								
DOID:8211	2841	fallopian tube cystadenofibroma																								
DOID:7540	2842	breast apocrine adenoma																								
DOID:1618	2843	breast fibroadenoma																								
DOID:2656	2844	breast intracanalicular fibroadenoma																								
DOID:7607	2845	chief cell adenoma																								
DOID:3828	2846	chromophobe adenoma																								
DOID:5715	2847	functionless pituitary adenoma																								
DOID:2883	2848	prostatic adenoma																								
DOID:6257	2849	chromophil adenoma of the kidney																								
DOID:6259	2850	type 2 papillary adenoma of the kidney																								
DOID:0060101	2851	benign glioma																								
DOID:4844	2852	benign ependymoma																								
DOID:5505	2853	papillary ependymoma																								
DOID:5077	2854	subependymal giant cell astrocytoma																								
DOID:4658	2855	benign mastocytoma																								
DOID:2660	2856	cystic teratoma																								
DOID:5117	2857	dermoid cyst of ovary																								
DOID:7071	2858	spinal cord dermoid cyst																								
DOID:3579	2859	testicular gonadoblastoma																								
DOID:314	2860	tenosynovial giant cell tumor																								
DOID:3814	2861	extraskeletal chondroma																								
DOID:0080109	2862	infantile myofibromatosis																								
DOID:2701	2863	nodular tenosynovitis																								
DOID:2691	2864	myoma																								
DOID:4044	2865	skeletal muscle neoplasm																								
DOID:0060115	2866	nervous system benign neoplasm																								
DOID:0060090	2867	central nervous system benign neoplasm																								
DOID:3846	2868	adamantinous craniopharyngioma																								
DOID:6933	2869	bladder transitional cell papilloma																								
DOID:174	2870	acanthoma																								
DOID:4322	2871	pilar sheath acanthoma																								
DOID:7632	2872	Cowper gland carcinoma																								
DOID:3025	2873	acinar cell carcinoma																								
DOID:3711	2874	bladder adenocarcinoma																								
DOID:3710	2875	bladder colloid adenocarcinoma																								
DOID:8097	2876	bladder hepatoid adenocarcinoma																								
DOID:7694	2877	bladder urachal adenocarcinoma																								
DOID:3705	2878	fallopian tube mucinous tumor																								
DOID:6211	2879	mixed epithelial tumor of ovary																								
DOID:7411	2880	ovarian endometrioid cystadenofibroma																								
DOID:7320	2881	ovarian serous cystadenofibroma																								
DOID:1373	2882	endometrial stromal nodule																								
DOID:13222	2883	submucous uterine fibroid																								
DOID:135	2884	benign vaginal carcinosarcoma																								
DOID:2068	2885	Bartholin's gland benign neoplasm																								
DOID:0060109	2886	vulvar benign neoplasm																								
DOID:5043	2887	vulvar granular cell tumor																								
DOID:0060087	2888	male reproductive organ benign neoplasm																								
DOID:1350	2889	paranasal sinus benign neoplasm																								
DOID:8093	2890	maxillary sinus Schneiderian papilloma																								
DOID:10352	2891	breast fibroadenosis																								
DOID:3013	2892	intraductal breast benign neoplasm																								
DOID:8411	2893	kidney angiomyolipoma																								
DOID:7334	2894	nephrogenic adenoma																								
DOID:11885	2895	ureteral benign neoplasm																								
DOID:3674	2896	kidney rhabdoid cancer																								
DOID:4880	2897	kidney clear cell sarcoma																								
DOID:2154	2898	nephroblastoma																								
DOID:4454	2899	childhood kidney cell carcinoma																								
DOID:4471	2900	chromophobe renal cell carcinoma																								
DOID:0050387	2901	nonpapillary renal cell carcinoma																								
DOID:6888	2902	ureter transitional cell carcinoma																								
DOID:6886	2903	ureter small cell carcinoma																								
DOID:738	2904	female urethral cancer																								
DOID:8272	2905	anterior urethra cancer																								
DOID:5307	2906	urethra clear cell adenocarcinoma																								
DOID:3749	2907	urethral verrucous carcinoma																								
DOID:4013	2908	urethra transitional cell carcinoma																								
DOID:11054	2909	urinary bladder cancer																								
DOID:4006	2910	bladder urothelial carcinoma																								
DOID:6476	2911	clear cell variant infiltrating bladder urothelial carcinoma																								
DOID:7553	2912	infiltrating bladder urothelial carcinoma sarcomatoid variant																								
DOID:11809	2913	bladder neck cancer																								
DOID:11818	2914	ureteric orifice cancer																								
DOID:0050613	2915	bile duct carcinoma in situ																								
DOID:5670	2916	comedo carcinoma																								
DOID:9024	2917	intestine carcinoma in situ																								
DOID:9132	2918	liver carcinoma in situ																								
DOID:8800	2919	lung carcinoma in situ																								
DOID:8634	2920	prostate carcinoma in situ																								
DOID:3703	2921	prostate colloid adenocarcinoma																								
DOID:5639	2922	rete testis neoplasm																								
DOID:13159	2923	scrotum squamous cell carcinoma																								
DOID:12286	2924	testicular leukemia																								
DOID:4084	2925	testicular trophoblastic tumor																								
DOID:4062	2926	testis sarcoma																								
DOID:3577	2927	Sertoli cell tumor																								
DOID:2997	2928	Sertoli-Leydig cell tumor																								
DOID:688	2929	embryonal cancer																								
DOID:3112	2930	papillary adenocarcinoma																								
DOID:2632	2931	papillary serous adenocarcinoma																								
DOID:3493	2932	signet ring cell adenocarcinoma																								
DOID:3969	2933	thyroid gland papillary carcinoma																								
DOID:7086	2934	multicentric papillary thyroid carcinoma																								
DOID:4929	2935	tubular adenocarcinoma																								
DOID:5563	2936	malignant teratoma																								
DOID:3948	2937	adrenocortical carcinoma																								
DOID:4359	2938	amelanotic melanoma																								
DOID:8305	2939	nonossifying fibromyxoid tumor																								
DOID:1542	2940	head and neck carcinoma																								
DOID:1974	2941	adenosarcoma																								
DOID:4422	2942	malignant adenofibroma																								
DOID:6034	2943	heart malignant hemangiopericytoma																								
DOID:4699	2944	epicardium cancer																								
DOID:8352	2945	aortic malignant tumor																								
DOID:2431	2946	glomus tumor																								
DOID:0050892	2947	adrenal gland pheochromocytoma																								
DOID:4916	2948	pituitary carcinoma																								
DOID:5032	2949	pineal gland cancer																								
DOID:8031	2950	pineal region meningioma																								
DOID:5048	2951	posterior pituitary gland neoplasm																								
DOID:5047	2952	neurohypophysis granular cell tumor																								
DOID:0050923	2953	spindle epithelial tumor with thymus-like differentiation tumor																								
DOID:0050912	2954	colon adenoma																								
DOID:4118	2955	colon neuroendocrine neoplasm																								
DOID:3544	2956	atypical choroid plexus papilloma																								
DOID:2626	2957	choroid plexus papilloma																								
DOID:6284	2958	epicardium lipoma																								
DOID:2517	2959	intracranial structure hemangioma																								
DOID:468	2960	intramuscular hemangioma																								
DOID:470	2961	verrucous keratotic hemangioma																								
DOID:1796	2962	pancreas sarcoma																								
DOID:5637	2963	pancreatic adenosquamous carcinoma																								
DOID:3498	2964	pancreatic ductal adenocarcinoma																								
DOID:3497	2965	pancreatic signet ring cell adenocarcinoma																								
DOID:1795	2966	tumor of exocrine pancreas																								
DOID:6587	2967	invasive tubular breast carcinoma																								
DOID:6657	2968	breast large cell neuroendocrine carcinoma																								
DOID:7459	2969	acantholytic variant squamous cell breast carcinoma																								
DOID:6001	2970	breast fibrosarcoma																								
DOID:7787	2971	breast osteosarcoma																								
DOID:11889	2972	female breast nipple and areola cancer																								
DOID:0060078	2973	progesterone-receptor negative breast cancer																								
DOID:3502	2974	ampulla of Vater adenocarcinoma																								
DOID:8883	2975	lower lip cancer																								
DOID:0050931	2976	parotid gland adenoid cystic carcinoma																								
DOID:4531	2977	mucoepidermoid carcinoma																								
DOID:0050916	2978	bronchus mucoepidermoid carcinoma																								
DOID:8649	2979	tongue cancer																								
DOID:8660	2980	postcricoid region cancer																								
DOID:959	2981	esophagus squamous cell papilloma																								
DOID:4715	2982	gastric neuroendocrine neoplasm																								
DOID:8230	2983	intrahepatic biliary papillomatosis																								
DOID:5125	2984	extrahepatic bile duct leiomyoma																								
DOID:5140	2985	gallbladder leiomyoma																								
DOID:0050868	2986	hepatocellular adenoma																								
DOID:0111366	2987	familial hepatic adenoma																								
DOID:10190	2988	liver lipoma																								
DOID:4550	2989	anal gland neoplasm																								
DOID:0050860	2990	colorectal adenoma																								
DOID:4119	2991	intestinal neuroendocrine benign tumor																								
DOID:6460	2992	large intestine lipoma																								
DOID:1984	2993	rectal benign neoplasm																								
DOID:5625	2994	esophageal adenosquamous carcinoma																								
DOID:1108	2995	esophagus melanoma																								
DOID:961	2996	neurofibroma of the esophagus																								
DOID:7032	2997	bile duct clear cell adenocarcinoma																								
DOID:4928	2998	intrahepatic cholangiocarcinoma																								
DOID:7642	2999	cholangiolocellular carcinoma																								
DOID:5798	3000	macrotrabecular hepatoblastoma																								
DOID:268	3001	liver angiosarcoma																								
DOID:3608	3002	appendix adenocarcinoma																								
DOID:11241	3003	appendix lymphoma																								
DOID:14110	3004	anus cancer																								
DOID:4284	3005	anal margin carcinoma																								
DOID:7175	3006	anal Buschke-Lowenstein tumor																								
DOID:7531	3007	anal gland adenocarcinoma																								
DOID:4066	3008	anus rhabdomyosarcoma																								
DOID:219	3009	colon cancer																								
DOID:218	3010	ascending colon cancer																								
DOID:5519	3011	colon squamous cell carcinoma																								
DOID:0080183	3012	medullary colon carcinoma																								
DOID:2782	3013	rectosigmoid junction cancer																								
DOID:0050913	3014	large intestine adenocarcinoma																								
DOID:8144	3015	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma																								
DOID:1039	3016	prolymphocytic leukemia																								
DOID:8761	3017	megakaryocytic leukemia																								
DOID:8527	3018	monocytic leukemia																								
DOID:3264	3019	subacute leukemia																								
DOID:0080647	3020	B-lymphoblastic leukemia/lymphoma with hypodiploidy																								
DOID:8651	3021	Hodgkin's granuloma																								
DOID:5825	3022	adult lymphoma																								
DOID:10538	3023	gastric fundus cancer																								
DOID:6700	3024	gastric fundus carcinoma																								
DOID:5700	3025	gastric liposarcoma																								
DOID:6948	3026	malignant gastric teratoma																								
DOID:8025	3027	gastric signet ring cell adenocarcinoma																								
DOID:9550	3028	indolent myeloma																								
DOID:0080166	3029	myeloid and lymphoid neoplasms associated with PDGFRB rearrangement																								
DOID:6530	3030	cortical thymoma																								
DOID:7848	3031	interdigitating dendritic cell sarcoma																								
DOID:7757	3032	childhood leukemia																								
DOID:0080187	3033	chronic neutrophilic leukemia																								
DOID:4418	3034	cutaneous fibrous histiocytoma																								
DOID:8426	3035	follicular infundibulum tumor																								
DOID:5374	3036	pilomatrixoma																								
DOID:11684	3037	melanoacanthoma																								
DOID:8006	3038	skin meningioma																								
DOID:7380	3039	squamous cell papilloma of skin																								
DOID:5876	3040	apocrine sweat gland neoplasm																								
DOID:5445	3041	syringocystadenoma papilliferum																								
DOID:5446	3042	eccrine papillary adenoma																								
DOID:4290	3043	adamantinoid basal cell epithelioma																								
DOID:6760	3044	lung lymphoma																								
DOID:5820	3045	composite lymphoma																								
DOID:9513	3046	plasma cell leukemia																								
DOID:8541	3047	Sezary's disease																								
DOID:5823	3048	pediatric lymphoma																								
DOID:0070324	3049	systemic Epstein-Barr virus-positive T-cell lymphoma of childhood																								
DOID:10290	3050	prostate lymphoma																								
DOID:6762	3051	sternum lymphoma																								
DOID:10011	3052	thyroid lymphoma																								
DOID:710	3053	splenic manifestation of leukemia																								
DOID:3284	3054	thymic carcinoma																								
DOID:5921	3055	adult brainstem mixed glioma																								
DOID:4853	3056	pilocytic astrocytoma of cerebellum																								
DOID:3184	3057	spinal cord oligodendroglioma																								
DOID:7806	3058	adult spinal cord glioblastoma multiforme																								
DOID:3303	3059	notochordal cancer																								
DOID:4141	3060	intraorbital meningioma																								
DOID:4708	3061	foramen magnum meningioma																								
DOID:7819	3062	sphenoorbital meningioma																								
DOID:7491	3063	vulvar proximal-type epithelioid sarcoma																								
DOID:3517	3064	conventional fibrosarcoma																								
DOID:3939	3065	lipomatous cancer																								
DOID:5522	3066	basaloid squamous cell carcinoma																								
DOID:4291	3067	fibroepithelial basal cell carcinoma																								
DOID:5273	3068	cutaneous leiomyosarcoma																								
DOID:4933	3069	apocrine adenocarcinoma																								
DOID:6446	3070	ceruminous adenocarcinoma																								
DOID:5590	3071	aggressive digital papillary adenocarcinoma																								
DOID:2762	3072	bone carcinoma																								
DOID:5867	3073	clear cell chondrosarcoma																								
DOID:6494	3074	pediatric myxoid chondrosarcoma																								
DOID:3360	3075	multifocal osteogenic sarcoma																								
DOID:3347	3076	osteosarcoma																								
DOID:7750	3077	adult brain ependymoma																								
DOID:5546	3078	femoral cancer																								
DOID:2338	3079	mandibular cancer																								
DOID:10151	3080	malignant neoplasm of short bones of lower limb																								
DOID:0050804	3081	glioblastoma proneural subtype																								
DOID:4852	3082	pleomorphic xanthoastrocytoma																								
DOID:4239	3083	alveolar soft part sarcoma																								
DOID:4048	3084	central nervous system rhabdomyosarcoma																								
DOID:4049	3085	mediastinum rhabdomyosarcoma																								
DOID:4065	3086	mixed type rhabdomyosarcoma																								
DOID:1967	3087	leiomyosarcoma																								
DOID:3367	3088	bone leiomyosarcoma																								
DOID:5258	3089	granular cell leiomyosarcoma																								
DOID:5268	3090	myxoid leiomyosarcoma																								
DOID:7390	3091	superior vena cava leiomyosarcoma																								
DOID:7429	3092	childhood brain germinoma																								
DOID:8023	3093	myxoid liposarcoma of the ovary																								
DOID:3540	3094	choroid plexus cancer																								
DOID:4584	3095	choroid plexus meningioma																								
DOID:2135	3096	temporal lobe neoplasm																								
DOID:7522	3097	pediatric infratentorial ependymoblastoma																								
DOID:6458	3098	cerebellar liponeurocytoma																								
DOID:5057	3099	papillary meningioma of the cerebellum																								
DOID:6052	3100	central nervous system childhood germ cell tumor																								
DOID:6379	3101	diffuse meningeal melanocytosis																								
DOID:7631	3102	adult ependymoblastoma																								
DOID:4788	3103	intracranial primitive neuroectodermal tumor																								
DOID:1760	3104	facial nerve neoplasm																								
DOID:3198	3105	hypoglossal nerve neoplasm																								
DOID:4593	3106	pediatric meningioma																								
DOID:5612	3107	spinal cancer																								
DOID:4847	3108	cauda equina neoplasm																								
DOID:4846	3109	cauda equina intradural extramedullary astrocytoma																								
DOID:3618	3110	epidural spinal canal neoplasm																								
DOID:7646	3111	multiple spinal canal and spinal cord meningioma																								
DOID:8203	3112	sacral spinal canal and spinal cord meningioma																								
DOID:6199	3113	cornea cancer																								
DOID:4870	3114	lacrimal gland adenoid cystic carcinoma																								
DOID:296	3115	mixed lacrimal gland cancer																								
DOID:4653	3116	intraocular retinoblastoma																								
DOID:6041	3117	choroid spindle cell melanoma																								
DOID:6523	3118	ciliary body mixed cell melanoma																								
DOID:7328	3119	iris spindle cell melanoma																								
DOID:171	3120	neuroectodermal tumor																								
DOID:1192	3121	peripheral nervous system neoplasm																								
DOID:5913	3122	brachial plexus neoplasm																								
DOID:5990	3123	internal auditory canal meningioma																								
DOID:5099	3124	middle ear cancer																								
DOID:3999	3125	Bartholin's gland carcinoma																								
DOID:1293	3126	labia minora carcinoma																								
DOID:2101	3127	vulva squamous cell carcinoma																								
DOID:7048	3128	vulvar basaloid squamous cell carcinoma																								
DOID:7565	3129	vulvar eccrine porocarcinoma																								
DOID:5313	3130	vulvar alveolar soft part sarcoma																								
DOID:5286	3131	vulvar leiomyosarcoma																								
DOID:2072	3132	vulvar squamous tumor																								
DOID:2155	3133	malignant ovarian germ cell neoplasm																								
DOID:5351	3134	ovarian primitive germ cell tumor																								
DOID:0050928	3135	ovarian melanoma																								
DOID:3706	3136	fallopian tube adenocarcinoma																								
DOID:3704	3137	fallopian tube mucinous adenocarcinoma																								
DOID:5324	3138	fallopian tube germ cell cancer																								
DOID:2152	3139	ovary epithelial cancer																								
DOID:7650	3140	pulmonary type ovarian small cell carcinoma																								
DOID:4115	3141	ovarian mesodermal adenosarcoma																								
DOID:5303	3142	cervical clear cell adenocarcinoma																								
DOID:3701	3143	cervical mucinous adenocarcinoma																								
DOID:8340	3144	endocervical type cervical mucinous adenocarcinoma																								
DOID:2871	3145	endometrial carcinoma																								
DOID:2870	3146	endometrial adenocarcinoma																								
DOID:5533	3147	endometrial squamous cell carcinoma																								
DOID:4005	3148	endometrial transitional cell carcinoma																								
DOID:4226	3149	endometrial stromal sarcoma																								
DOID:6639	3150	pediatric CNS choriocarcinoma																								
DOID:8302	3151	mixed endometrial stromal and smooth muscle tumor																								
DOID:6171	3152	uterine carcinosarcoma																								
DOID:3699	3153	uterine ligament mucinous adenocarcinoma																								
DOID:0050918	3154	vaginal carcinoma																								
DOID:138	3155	vaginal squamous tumor																								
DOID:4829	3156	adenosquamous lung carcinoma																								
DOID:0080184	3157	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma																								
DOID:0080306	3158	solid adenocarcinoma with mucin production																								
DOID:5583	3159	lung giant cell carcinoma																								
DOID:3924	3160	main bronchus cancer																								
DOID:4765	3161	pulmonary blastoma																								
DOID:2596	3162	larynx cancer																								
DOID:7031	3163	glottis squamous cell carcinoma																								
DOID:11472	3164	subglottis cancer																								
DOID:4931	3165	nasal cavity carcinoma																								
DOID:1363	3166	ethmoid sinus cancer																								
DOID:2441	3167	frontal sinus squamous cell carcinoma																								
DOID:14547	3168	sphenoid sinus squamous cell carcinoma																								
DOID:5127	3169	bizarre leiomyoma																								
DOID:5138	3170	leiomyomatosis																								
DOID:3616	3171	angiolipoma																								
DOID:3617	3172	epidural spinal canal angiolipoma																								
DOID:6294	3173	corpus callosum lipoma																								
DOID:7014	3174	infiltrating lipoma																								
DOID:2614	3175	serous surface papilloma																								
DOID:2670	3176	transitional papilloma																								
DOID:2700	3177	mucinous adenofibroma																								
DOID:6838	3178	rete ovarii cystadenofibroma																								
DOID:1625	3179	breast adenoma																								
DOID:7539	3180	pregnancy adenoma																								
DOID:7030	3181	bronchial mucus gland adenoma																								
DOID:5398	3182	lipoadenoma																								
DOID:4542	3183	basophil adenoma																								
DOID:7179	3184	mixed eosinophil-basophil adenoma																								
DOID:5157	3185	benign pleural mesothelioma																								
DOID:2602	3186	chondroma																								
DOID:7017	3187	lumbosacral lipoma																								
DOID:5039	3188	myoblastoma																								
DOID:6239	3189	non-invasive bladder papillary urothelial neoplasm																								
DOID:60008	3190	parathyroid gland benign neoplasm																								
DOID:4419	3191	benign deep fibrous histiocytoma																								
DOID:6721	3192	Littre gland carcinoma																								
DOID:5306	3193	bladder clear cell adenocarcinoma																								
DOID:0080321	3194	autonomic nervous system benign neoplasm																								
DOID:2001	3195	neuroma																								
DOID:3197	3196	schwannoma of twelfth cranial nerve																								
DOID:0060096	3197	sensory organ benign neoplasm																								
DOID:0060111	3198	fallopian tube benign neoplasm																								
DOID:5209	3199	benign struma ovarii																								
DOID:5896	3200	ovarian clear cell cystadenofibroma																								
DOID:3267	3201	mucinous ovarian cystadenoma																								
DOID:13955	3202	uterus interstitial leiomyoma																								
DOID:0060114	3203	vaginal benign neoplasm																								
DOID:0060088	3204	vestibular gland benign neoplasm																								
DOID:6518	3205	Bartholin's gland adenomyoma																								
DOID:2064	3206	vulvar syringoma																								
DOID:5763	3207	lung clear cell-sugar-tumor																								
DOID:6947	3208	sphenoidal sinus benign neoplasm																								
DOID:10349	3209	solitary cyst of breast																								
DOID:5999	3210	apocrine adenosis of breast																								
DOID:3274	3211	proliferative type fibrocystic change of breast																								
DOID:5977	3212	renal pelvis benign neoplasm																								
DOID:6936	3213	ureter urothelial papilloma																								
DOID:2139	3214	paraurethral gland neoplasm																								
DOID:3675	3215	childhood kidney cancer																								
DOID:5183	3216	hereditary Wilms' tumor																								
DOID:5191	3217	stromal predominant kidney Wilms' tumor																								
DOID:4450	3218	renal cell carcinoma																								
DOID:0050620	3219	infiltrating renal pelvis transitional cell carcinoma																								
DOID:5973	3220	kidney pelvis papillary carcinoma																								
DOID:7488	3221	posterior urethra cancer																								
DOID:4490	3222	malignant peritoneal solitary fibrous tumor																								
DOID:5958	3223	bladder urachal carcinoma																								
DOID:7972	3224	lymphoma-like variant infiltrating bladder urothelial carcinoma																								
DOID:3010	3225	lobular neoplasia																								
DOID:5172	3226	endometrium carcinoma in situ																								
DOID:8792	3227	eye carcinoma in situ																								
DOID:0050610	3228	oral cavity carcinoma in situ																								
DOID:8687	3229	skin carcinoma in situ																								
DOID:3448	3230	penis Paget's disease																								
DOID:5907	3231	penis non-invasive verrucous carcinoma																								
DOID:10283	3232	prostate cancer																								
DOID:10286	3233	prostate carcinoma																								
DOID:2526	3234	prostate adenocarcinoma																								
DOID:3251	3235	prostate embryonal rhabdomyosarcoma																								
DOID:7141	3236	prostate small cell carcinoma																								
DOID:13160	3237	scrotum melanoma																								
DOID:7891	3238	testicular spermatocytic seminoma																								
DOID:4756	3239	testicular Leydig cell tumor																								
DOID:3308	3240	embryonal carcinoma																								
DOID:1911	3241	endodermal sinus tumor																								
DOID:3095	3242	germ cell and embryonal cancer																								
DOID:3307	3243	teratoma																								
DOID:0050907	3244	mixed extragonadal germ cell cancer																								
DOID:5838	3245	extragonadal seminoma																								
DOID:60004	3246	malignant cystadenoma																								
DOID:3114	3247	serous cystadenocarcinoma																								
DOID:1790	3248	malignant mesothelioma																								
DOID:4489	3249	malignant epithelial mesothelioma																								
DOID:0050905	3250	inflammatory myofibroblastic tumor																								
DOID:4233	3251	clear cell sarcoma																								
DOID:4552	3252	large cell carcinoma																								
DOID:5660	3253	lymphoepithelioma-like carcinoma																								
DOID:4235	3254	spindle cell sarcoma																								
DOID:117	3255	heart cancer																								
DOID:5261	3256	heart leiomyosarcoma																								
DOID:0001816	3257	angiosarcoma																								
DOID:4505	3258	pediatric angiosarcoma																								
DOID:6858	3259	pineal region immature teratoma																								
DOID:3737	3260	verrucous carcinoma																								
DOID:482	3261	hemangioma of peripheral nerve																								
DOID:474	3262	histiocytoid hemangioma																								
DOID:505	3263	hobnail hemangioma																								
DOID:472	3264	subglottic angioma																								
DOID:1792	3265	pancreas lymphoma																								
